"company_number","index_membership","se_code","name"
12751,0,"PROPDFF","ProPhotonix Ltd 'Reg S'"
12752,0,"SHASINR","Shaft Sinkers Holdings plc"
12753,0,"TRIVCTO","Triple Point VCT 2011"
12754,0,"PEERTVR","PeerTV plc"
12756,0,"GRENRG","Gresham House Renew En VCT 1"
12757,0,"GRENRG","Gresham House Renew En VCT1A"
12758,0,"GRENRH","Gresham House Renew En VCT 2"
12759,0,"GRENRH","Gresham House Renew En VCT2A"
12760,0,"MARMGTD","Marwyn Management Partners"
12761,0,"MEDGNIO","Medgenics Inc 'Unres'"
12762,0,"FROIPGV","Frontier IP Group plc"
12763,0,"BOSTWAO","Botswana Diamonds plc"
12764,0,"JUSHLDF","Justice Holdings Ltd"
12765,0,"BRNDEE4","Brookwell Ltd 'D'"
12766,0,"DOWNABR","Downing Absolute Inc VCT1'C'"
12767,0,"OCTTIVH","Octopus Titan VCT 5 plc"
12768,0,"GREKADI","Greka Drilling Ltd"
12769,0,"DERESTG","Duet Real Estate Finance Ltd"
12770,0,"OCTAPV","Octopus Apollo VCT 'D'"
12771,0,"JESYOG","Jersey Oil & Gas plc"
12772,0,"HALOLO","Hague and London Oil plc"
12773,0,"DOTDIGR","dotDigital Group plc"
12774,0,"TOPCREE","Top Creation Investments Ltd"
12775,0,"INGEENK","Ingenious Entertnmt VCT1'E'"
12776,0,"INGEENK","Ingenious Entertnmt VCT1'F'"
12777,0,"INGETWV","Ingenious Entertnmt VCT2'E'"
12778,0,"INGETWV","Ingenious Entertnmt VCT2'F'"
12779,0,"CALCVC","Calculus VCT plc 'C'"
12780,0,"EDPERM8","Edge Performance VCT 'G' plc"
12781,0,"SAAOLL8","SacOil Holdings Ltd"
12782,0,"LOGBHT1","Longbow Growth & Income VCT"
12783,0,"PERFGR6","PERFORM Group plc"
12784,0,"MICSYS","Microsaic Systems plc"
12785,0,"PROPLNC","ProVen Planned Exit VCT plc"
12786,0,"PROPLNC","ProVen Planned Exit VCT 'A'"
12787,0,"FORCLEF","Foresight Clearwater VCT plc"
12788,0,"AVRECE","Avesoro Resources Inc"
12789,0,"JPMOGEG","JPMorgan Global Emerging 'C'"
12790,3,"NBGMIF","NB Global Monthly Income Fnd"
12791,0,"NBGLB X","NB Global Fltg Rate Inc'USD'"
12792,0,"ORACOP","Oracle Power plc"
12793,0,"DOSTDO","Downing FOUR VCT DP11 Gen"
12794,0,"DOSTDO","Downing FOUR VCT DP11 GenA"
12795,0,"DOSTDO","Downing FOUR VCT DP11 LowC"
12796,0,"DOSTDO","Downing FOUR VCT DP11 Str"
12797,0,"DOSTDO","Downing FOUR VCT DP11 StrA"
12798,3,"HENINTO","Henderson Intnl Income Trust plc"
12799,3,"DINCTRB","Diverse Income Trust(The)plc"
12800,0,"HARSENT","HarbourVest Snr Loans Eur'C'"
12801,0,"XGTECHE","xG Technology Inc 'Unres'"
12802,0,"NEWRLDO","New World Oil & Gas plc"
12803,1,"GLREPCH","Glencore plc"
12804,0,"CATCO S","CATCo Reinsurance Opps 'C'"
12805,0,"CHNEEN","China New Energy Ltd"
12806,0,"DPWORLE","DP World Ltd"
12807,0,"ELOROIR","El Oro Ltd"
12808,0,"STRPLCQ","Strategic Minerals plc"
12809,0,"TOUCSTK","Touchstone Gold Ltd"
12810,0,"SALVRX","SalvaRx plc"
12811,0,"LEATEGO","Learning Technologies Group"
12812,0,"LIONSL","Lionsgold Ltd"
12813,0,"CIRHOLZ","Circle Holdings plc"
12814,0,"GENELN1","Genel Energy plc"
12815,0,"JELYBKN","Jellybook Limited"
12816,0,"IQGEO ","IQGeo Group plc"
12817,0,"FUMETA","Future Metals NL"
12818,0,"ZAMBEF5","Zambeef Products plc"
12819,0,"CNTFRM2","Continental Farmers Group"
12820,0,"MUSFESE","Music Festivals plc"
12821,0,"ENTETQ","Enteq Technologies plc"
12822,0,"QUORAMS","Quoram plc"
12823,0,"SMTMETH","Smart Metering Systems plc"
12824,0,"OPHENEF","Ophir Energy plc"
12825,0,"WTRLG X","Waterlogic plc"
12826,0,"DOARIIC","Doric Nimrod Air Two Ltd"
12827,0,"TRINEXD","Trinity Exploration & Prodn"
12828,0,"KERARE","Keras Resources plc"
12829,0,"RERUS Y","Renaissance Russia Infrastrt"
12830,0,"PUMAVTQ","Puma VCT VII plc"
12831,0,"SPECSYD","Spectra Systems Corp 'Reg S'"
12832,0,"SPECSYD","Spectra Systems Corp 'Unres'"
12833,0,"SOVMINI","Sovereign Mines of Africa"
12834,0,"SPRTPB3","Spirit Pub Company plc"
12835,0,"PEMRES","Pembridge Resources plc"
12836,0,"SSLTPC","Salt Lake Potash Ltd"
12837,0,"MYCELXJ","MyCelx Technologies Corp'RS'"
12838,0,"ESCHRR","Escher Group Holdings"
12839,0,"REAESCO","European Residual Income Inv"
12840,0,"DONSHPG","Dongfang Shipbuilding Group"
12841,0,"ALANGRI","Allanfield Group plc"
12842,0,"CARRDDB","Carador Income Fund USD 'C'"
12843,0,"GRWEDUR","Great Western Mining Corp"
12844,0,"MONYSW7","MoneySwap plc"
12845,0,"OPHEAL3","OptiBiotix Health plc"
12846,0,"AGRONL","Agronomics Ltd"
12847,0,"CONCOA7","Continental Coal Ltd"
12848,0,"RADGRT6","Radiant Growth Investments"
12849,0,"GALIRE2","Galileo Resources plc"
12850,0,"AFRPTHA","African Potash Ltd"
12851,0,"NBGLB X","NB Global Fltg Rate In GBP C"
12852,0,"NBGLB X","NB Global Fltg Rate In USD C"
12853,0,"WENREP","Wentworth Resources Ltd"
12854,0,"POMTL B","Polymetal International plc"
12855,3,"SETRBKX","Secure Trust Bank plc"
12856,0,"TELINL9","Teliti International Ltd"
12857,0,"EVRAZP8","Evraz plc"
12858,0,"JUPTER6","Jupiter Energy Ltd"
12859,0,"NANCLEJ","Nandan Cleantec plc"
12860,0,"DAINIIJ","Damille Investments II Ltd"
12861,0,"SPHMEDQ","Sphere Medical Holding plc"
12862,0,"WORLIN*","Worldlink Group plc"
12863,0,"MAGNOL3","Magnolia Petroleum plc"
12864,0,"INSPLC","Inspired plc"
12865,0,"WOLFMIW","Wolf Minerals Ltd"
12866,0,"HAKING","Hawkwing plc"
12867,0,"CARRDDB","Carador Income Fund USD 'C'"
12868,2,"BBGINF","BBGI Global Infrastructure"
12869,0,"GCPINIU","GCP Infrastructure Invs 'C'"
12870,0,"DOSTDO","Downing FOUR VCT plc 'D'"
12871,0,"BETTCA2","Better Capital PCC Ltd 2012"
12872,0,"RUSTROX","RusPetro plc"
12873,0,"ABERLAP","Aberdeen Latin Amer.Inc 'C'"
12874,0,"EGETLQ","88 Energy Ltd"
12875,0,"FOHT  H","Foresight 4 VCT plc 'C'"
12876,0,"GNGROL","GN Group Ltd"
12877,0,"STREPCW","Stallion Resources plc"
12878,0,"BELLGR","Belvoir Group plc"
12879,0,"FOREVCG","Foresight VCT 'Infrastruct'"
12880,0,"FORSGBU","Foresight VCT 2 'Infrastruc'"
12881,0,"LTNRESD","Latin Resources Ltd"
12882,2,"BAOFGA","Bank of Georgia Group plc"
12883,0,"ROCKRE","Rockfire Resources plc"
12884,0,"QANINVL","Qannas Investments Ltd"
12885,0,"ALCEUR7","Alcentra European Flg Rt Inc"
12886,0,"DOWTWOG","Downing TWO VCT plc 'F'"
12887,0,"DOWTHRI","Downing THREE VCT plc 'F'"
12888,0,"OCTIIIO","Octopus VCT 3 plc"
12889,0,"OCTSIVM","Octopus VCT 4 plc"
12890,0,"ENASS B","Energy Assets Group plc"
12891,0,"DOWNING","Downing Income VCT 3 'E'"
12892,0,"BLUTRNW","BlueCrest BlueTrend 'GBP'"
12893,0,"BLUTRNW","BlueCrest BlueTrend 'USD'"
12894,0,"BUSVD P","Bushveld Minerals Ltd"
12895,0,"DOARIIC","Doric Nimrod Air Two Ltd 'C'"
12896,0,"HICLINW","HICL Infrastructure Co 'C'"
12897,0,"RAEGO T","Rare Earths Global Ltd"
12898,0,"AUHENGR","Auhua Clean Energy plc"
12899,0,"NMCHEA5","NMC Health plc"
12900,0,"NABUGLE","Naibu Global Intnl co"
12901,0,"EDPERM8","Edge Performance VCT 'H' plc"
12902,0,"EDPERM8","Edge Performance VCT 'I' plc"
12903,0,"TPTWE G","TP12(I) VCT plc"
12904,0,"AZOPETH","Azonto Petroleum Ltd"
12905,0,"ZATKA R","Zattikka plc"
12906,0,"INGEENK","Ingenious Entertnmt VCT1'G'"
12907,0,"INGETWV","Ingenious Entertnmt VCT2'G'"
12908,0,"IONAENH","Iona Environmental VCT 'B'"
12909,0,"GRIPINW","Grampian Investment Trust"
12910,0,"SNOZBXE","Snoozebox Holdings plc"
12911,0,"HVIVOP","hVIVO plc"
12912,0,"PUMVCTF","Puma VCT 8 plc"
12913,0,"EDENREJ","Eden Research plc"
12914,0,"DELTTI","Deltic Energy plc"
12915,0,"INITINU","Incadea plc"
12916,0,"MONCHH","Monchhichi plc"
12917,0,"WAATIQ4","WANdisco plc"
12918,0,"SACVN W","Sacoven plc"
12919,0,"UTPATHI","Utilitywise plc"
12920,0,"POLYGI9","Polyus Gold International Ld"
12921,0,"GLBMKGM","Global Market Group Ltd"
12922,0,"DCGIRI9","DCG Iris Ltd"
12923,0,"CONDCA","Conduity Capital plc"
12924,0,"IDEPLUH","Ideagen plc"
12925,0,"KADAMAW","Kada Technology Hldgs Ltd"
12926,0,"EDGRESX","Edge Resources Inc"
12927,0,"DUALRO","Duke Royalty Ltd"
12928,0,"ITAXPL","Itaconix plc"
12929,0,"WISHBNP","Wishbone Gold plc"
12930,0,"DINCTRB","Diverse Income Trust(The)'C'"
12931,0,"BLAMRLQ","Black Mountain Resources Ltd"
12932,0,"CARRDDB","Carador Income Fund USD 'C'"
12933,0,"BLUTRNW","BlueCrest BlueTrend 'GBP''C'"
12934,0,"GOODEGZ","Good Energy Group plc"
12935,0,"GRENINX","Ground Rents Income Fund plc"
12936,0,"MNCEGI0","MNC Strategic Investments pl"
12937,0,"CHCHEKZ","China ChainTek United Co.Ltd"
12938,0,"FOXHLDO","Fox Marble Holdings plc"
12939,0,"ELANDOI","Eland Oil & Gas plc"
12940,0,"CLFRPLX","Clinigen Group plc"
12941,0,"BRIDENL","Bridge Energy ASA"
12942,0,"MAISTP","Maistro plc"
12943,0,"POWMER","Power Metal Resources plc"
12944,2,"DILINE","Direct Line Insurance Group"
12945,0,"GCPINIU","GCP Infrastructure Invs 'C'"
12946,3,"BLSUST","BlackRock Sust.American Inc"
12947,2,"SYNCON","Syncona Ltd"
12948,0,"VORPLE","Vordere plc"
12949,0,"VMOTO 6","Vmoto Ltd"
12950,0,"BLUJAY","Bluejay Mining plc"
12951,0,"ABERASM","Aberdeen Asian Income Fund C"
12952,0,"TRTPIN8","Triple Point Income VCT 'A'"
12953,0,"SHEINBL","Sherborne Investors(Grnsy) B"
12954,0,"BLUCAI","Blue Capital Alt.Income Fund"
12955,0,"PREAFRJ","Premier African Minerals Ltd"
12956,0,"OPORPL","Open Orphan plc"
12957,0,"DINCTRB","Diverse Income Trust(The)'C'"
12958,3,"STRWODH","Starwood Europn.Real Est.Fin"
12959,0,"FUSNEXI","Fusionex International plc"
12960,0,"ALIEN 3","Alent plc"
12961,0,"RANFTB8","Rangers Intl Football Club"
12962,0,"GRCHHLA","Green China Holdings Ltd"
12963,0,"ALCEUR7","Alcentra European Flg Rt'C'"
12964,0,"DCGIRI9","DCG Iris Ltd 'C'"
12965,0,"MYCELXJ","MyCelx Technologies Corp'DI'"
12966,0,"CAMKIDT","Camkids Group plc"
12967,0,"EASTCLT","Eastcoal Inc"
12968,0,"BASERE1","Base Resources Ltd"
12969,0,"SYSGPL","SysGroup plc"
12970,0,"HEONGL","Helium One Global Ltd"
12971,0,"ICGLDNZ","ICG-Longbow Snr.Sec.UK Prop"
12972,0,"DIGGLOX","Digital Globe Services Ltd"
12973,2,"CRSHLP","Crest Nicholson Holdings plc"
12974,0,"TFORT ","t42 IoT Tracking Solutions"
12975,3,"TWRNOEE","TwentyFour Income Fund Ltd"
12976,2,"TARHLR","Target Healthcare REIT Ltd"
12977,0,"TRTPIN8","Triple Point Income VCT 'B'"
12978,0,"DEKAGR","Dekel Agri-Vision plc"
12979,0,"CLTAG F","CloudTag Inc"
12980,0,"COUTEX5","Countrywide plc"
12981,0,"ESUGROG","esure Group plc"
12982,0,"NBGLB X","NB Global Fltg Rate In GBP C"
12983,2,"GREEUKB","Greencoat UK Wind plc"
12984,0,"FAKO  R","Falcon Oil & Gas Ltd"
12985,0,"FOSOIN","Foresight Solar & Infra 'C'"
12986,0,"HELGRP7","HellermannTyton Group plc"
12987,0,"ELEGEOM","Electrical Geodesics RegS/DI"
12988,0,"MAVINGA","Maven Income & Grw VCT 4 'C'"
12989,0,"COLSOLU","Collagen Solutions plc"
12990,0,"NBDISTY","NB Distressed Debt Inv 'Ext'"
12991,0,"DOWTWOG","Downing TWO VCT plc 'G'"
12992,0,"PEEMCCU","Pembroke VCT plc"
12993,0,"INGEENK","Ingenious Entertmnt VCT1'H'"
12994,0,"INGETWV","Ingenious Entertmnt VCT2'H'"
12995,0,"ONEMIPB","One Media IP Group plc"
12996,0,"CAMCGNI","Cambridge Cognition Holdings plc"
12997,0,"REDPLC6","Redcentric plc"
12998,1,"COCHBGC","Coca-Cola HBC AG"
12999,0,"ALACAC","All Active Asset Capital Ltd"
13000,0,"WEIKOR3","Weiss Korea Opportunity Fund"
13001,0,"LEKOILV","Lekoil Ltd"
13002,0,"PUMNINC","Puma VCT 9 plc"
13003,0,"GCPSTD9","GCP Student Living plc"
13004,0,"QUTAXAX","Quixant plc"
13005,0,"PLACQO2","Platform Acquisition Hldgs"
13006,0,"ABDYPL0","AB Dynamics plc"
13007,0,"OUTSRCK","Outsourcery plc"
13008,0,"JPGLCOS","JPMorgan Global Convertibles"
13009,0,"SCHOR Z","Schroder Oriental Inc Fnd'C'"
13010,0,"PAORDG5","Partnership Assurance Group"
13011,0,"VENESAX","Versarien plc"
13012,0,"FALANA1","Falanx Group Ltd"
13013,3,"CVINCG","CVC Income & Growth 'GBP'"
13014,0,"CVINCG","CVC Income & Growth 'EUR'"
13015,0,"ATLAFR","Atlas African Industries Ltd"
13016,2,"MEDNAL","Mediclinic International plc"
13017,0,"MYNINVV","Myanmar Investments Intl Ltd"
13018,0,"IBLUTI2","Ibex Global Solutions plc"
13019,3,"POLGBLY","Polar Capital Global Fincls"
13020,0,"DONIRDN","Doric Nimrod Air Three Ltd"
13021,0,"MYHEAL","MyHealthChecked plc"
13022,0,"CARRGYY","Caracal Energy Inc"
13023,0,"XPLURE0","Xplorer plc"
13024,0,"KEWDFGY","Keywords Studios plc"
13025,3,"BLUFSLT","Bluefield Solar Income Fund"
13026,0,"FRDELOD","Frontier Developments plc"
13027,0,"TRAFPR","Trafalgar Property Group plc"
13028,0,"GREILCY","Green REIT plc"
13029,0,"GSESLD","GSTechnologies Ltd"
13030,2,"PLSFVEE","Plus500 Ltd"
13031,0,"GLREEE9","Globalworth Real Estate Invs Ltd"
13032,2,"THOUGHZ","Renewables Infrastructure Gp"
13033,0,"UNNJCKO","Union Jack Oil plc"
13034,0,"BNINEO","B90 Holdings plc"
13035,0,"CONVII","Conviviality plc"
13036,0,"BLKROCW","BlackRock Frontiers Inv Tr'C"
13037,0,"SCSSOR4","Science in Sport plc"
13038,0,"RAPINLE","RapidCloud International plc"
13039,0,"WADERFG","W&G Investments plc"
13040,0,"CENZZGV","CentralNic Group plc"
13041,0,"BLUDMNG","BlueRock Diamonds plc"
13042,0,"ARFDSWW","Arricano Real Estate plc"
13043,0,"NEGFDS5","NetScientific plc"
13044,0,"MACPLCB","Macromac plc"
13045,3,"FODSWW1","Foxtons Group plc"
13046,0,"GROPIX7","Greka Engineering & Tech Ltd"
13047,0,"IOGPLC","IOG plc"
13048,0,"DPCKULH","DP Aircraft 1 Ltd"
13049,0,"CHOOIAZ","Chenavari Capital Solutions"
13050,0,"ARRGLO7","Arrow Global Group plc"
13051,2,"ROYDIXZ","Royal Mail plc"
13052,0,"CHRUMIU","China Rerun Chemical Group"
13053,0,"KRUIPOJ","Kromek Group plc"
13054,0,"TUCOPL8","Tungsten Corporation plc"
13055,0,"BLNAIT6","BlackRock North American 'C'"
13056,0,"STPSIUZ","Stock Spirits Group plc"
13057,3,"RIOPZEO","Riverstone Energy Ltd"
13058,0,"BACITL*","BACIT Limited 'C'"
13059,3,"FOLOGRN","Foresight Solar Fund Ltd"
13060,0,"NBGLB X","NB Global Fltg Rate In GBP C"
13061,0,"EVEMEDF","Everyman Media Group plc"
13062,0,"GOWASQ6","Gowin New Energy Group Ltd"
13063,0,"MERTGSA","Merlin Entertainments plc"
13064,0,"BRABIS","Brave Bison Group plc"
13065,2,"JUGRPL","Just Group plc"
13066,0,"EUSPLC5","EU Supply plc"
13067,0,"INENGYZ","Infinis Energy plc"
13068,0,"HENINTO","Henderson Intnl Income Tr'C'"
13069,0,"APGRBP5","Applied Graphene Materials"
13070,0,"BOHLDSE","Bonmarche Holdings plc"
13071,0,"GANPLC","GAN plc"
13072,0,"MIGPLC6","Mincon Group plc"
13073,0,"BRIPGR","Brighton Pier Group plc"
13074,0,"KATCHLE","Kalibrate Technologies plc"
13075,0,"SERGRXS","Servelec Group plc"
13076,0,"SYQIC R","SyQic plc"
13077,0,"ARNLPCM","Arria NLG plc"
13078,0,"JQWPLCU","JQW plc"
13079,2,"TRIBXRS","Tritax Big Box REIT plc"
13080,0,"SAUPKLE","Safestyle UK plc"
13081,0,"HIBRPX5","Hibernia REIT plc"
13082,0,"ATLAMA","Atlas Mara Limited"
13083,0,"JPSNRST","JPMorgan Senior Secured Loan"
13084,0,"BEHLPX4","Benchmark Holdings plc"
13085,0,"PROPFR","Property Franchise Grp (The)"
13086,0,"MPORIU","mporium Group plc"
13087,0,"GCIFQZE","GCP Sovereign Infrastructure"
13088,0,"ACONLS2","Action Hotels plc"
13089,0,"KOENSLP","Kodal Minerals plc"
13090,0,"RMTWOXG","RM2 International S.A."
13091,0,"CITXINT","CityFibre Infrastructure Hdg"
13092,0,"LEYHN W","Leyshon Energy Ltd"
13093,0,"HURENEI","Hurricane Energy plc"
13094,0,"MANXTXD","Manx Telecom plc"
13095,0,"ACTEXPJ","Actual Experience plc"
13096,0,"FOURDPW","4D Pharma plc"
13097,0,"SIATEL","SIMEC Atlantis Resources Ltd"
13098,0,"TRTPIN8","Triple Point Income VCT 'C'"
13099,0,"SUMPRO","Summit Properties Ltd"
13100,0,"MCRTLG4","McColl's Retail Group Ltd"
13101,3,"AOCLPN*","AO World plc"
13102,0,"DXPLCXB","DX Group plc"
13103,0,"KEWIERR","Kennedy Wilson Eurp Real Est"
13104,0,"NBDISTY","NB Distressed Debt Inv 'Red'"
13105,0,"GRITPL","GRIT Investment Trust plc"
13106,0,"KOOVPXB","Koovs plc"
13107,3,"TWENFO1","TwentyFour Select Mnthly Inc"
13108,0,"DOWTHRI","Downing THREE VCT plc 'H'"
13109,2,"PEUMRGD","Pets at Home Group plc"
13110,0,"POUNDPX","Poundland Group plc"
13111,0,"CIRCOS","Circassia Group plc"
13112,0,"BOHGPL","boohoo group plc"
13113,0,"GMASEDC","Gulf Marine Services plc"
13114,0,"GCPINIU","GCP Infrastructure Invs 'C'"
13115,0,"DALHUPF","Dalata Hotel Group plc"
13116,0,"MOSIL Q","Mosman Oil and Gas Ltd"
13117,0,"XLMTD 1","XLMedia plc"
13118,0,"NIMJHAY","Nimrod Sea Assets Ltd"
13119,0,"XELGYDO","Xeros Technology Group plc"
13120,3,"CURIODP","Custodian REIT plc"
13121,0,"HDIRY D","Horizon Discovery Group plc"
13122,0,"SCMUGPR","Scholium Group plc"
13123,0,"VENLIFI","Venture Life Group plc"
13124,0,"BRTIPL1","Brit plc"
13125,2,"JLENEN","JLEN Environmental Assets Gp"
13126,0,"THOUGHZ","Renewables Infrastructure'C'"
13127,0,"SAFCRG","SafeCharge International Grp"
13128,0,"CVCPTNC","CVC Credit Ptnr Eur Op GBP C"
13129,0,"CVCPTNC","CVC Credit Ptnr Eur Op EUR C"
13130,0,"CANOVR9","Canadian Overseas Petroleum "
13131,0,"RAMENYT","Rame Energy plc"
13132,0,"TEKLP 0","Tekcapital plc"
13133,0,"JUSTPA","Just Eat Takeaway.com N.V."
13134,0,"SEPENE","SEPLAT Energy plc"
13135,0,"EXCPAV5","Exova Group plc"
13136,0,"CAMBGRF","Cambian Group plc"
13137,2,"GEGRPL","Genuit Group plc"
13138,0,"HAYGRFH","Haydale Graphene Industries plc"
13139,0,"NOMFOO","Nomad Foods Ltd"
13140,0,"BANIKD2","Bagir Group Ltd"
13141,0,"EAKICV9","Eagle Eye Solutions plc"
13142,0,"AFROPPB","Africa Opportunity Fund 'C'"
13143,0,"VENTVCJ","Ventus VCT plc 'D'"
13144,0,"VENTW 3","Ventus 2 VCT plc 'D'"
13145,3,"NESDWQQ","NextEnergy Solar Fund Ltd"
13146,0,"RODIVNR","Rosslyn Data Technologies"
13147,0,"BITIX 7","Bioventix plc"
13148,0,"FISATG","FireAngel Safety Tech Group"
13149,0,"SACPYA9","Safestay plc"
13150,0,"REXBCS5","Rex Bionics plc"
13151,0,"GADICFR","Galasys plc"
13152,0,"LIMVENK","Limitless Earth plc"
13153,0,"PATIHOO","Patisserie Holdings plc"
13154,3,"CAPJMGW","Card Factory plc"
13155,0,"FLOWTEJ","Flowtech Fluidpower plc"
13156,0,"SHZNEOZ","Shoe Zone plc"
13157,3,"SAGAPLO","Saga plc"
13158,0,"TRINLT","Tremor International Ltd"
13159,0,"BCRBRC5","BCRE-Brack Capital Real Est"
13160,0,"NAHGRP1","Nahl Group plc"
13161,0,"ALCIPL","Alternative Credit Invs plc"
13162,0,"CLILOGI","Clipper Logistics plc"
13163,0,"BIOF  8","Biofrontera AG"
13164,0,"SEBOBD3","Secure Income REIT plc"
13165,2,"OSGRPL","OSB Group plc"
13166,0,"GAMEDIC","GAME Digital plc"
13167,0,"FAOAIN","Fair Oaks Income Ltd '2021'"
13168,1,"BMEURV1","B&M European Value Retail"
13169,0,"PUMTENV","Puma VCT 10 plc"
13170,0,"MYGRPLC","MySale Group plc"
13171,0,"ZPGPLC","ZPG plc"
13172,0,"PHIMEX","Phimedix plc"
13173,2,"FDMGRHG","FDM Group (Holdings) plc"
13174,0,"NOKIAA8","Nostrum Oil & Gas plc"
13175,0,"TSBGNIF","TSB Banking Group plc"
13176,2,"VOXBERO","Volution Group plc"
13177,0,"ALLMISC","Allied Minds plc"
13178,0,"AAXZAXZ","AA plc"
13179,0,"RVMTLNA","River and Mercantile Group"
13180,3,"FUERGDJ","Fundsmith Emerging Equities"
13181,0,"DINCTRB","Diverse Income Trust(The)'C'"
13182,0,"CDIDIDM","CDialogues plc"
13183,0,"IMXIEJB","IMImobile plc"
13184,0,"SAINCT5","Sanditon Investment Trust pl"
13185,3,"EMEMEMM","Empiric Student Property plc"
13186,0,"AFHFIN3","AFH Financial Group plc"
13187,0,"EASAAR7","easyHotel plc"
13188,0,"GLINVAL","Global Invacom Group Ltd"
13189,0,"LBSHEL","Lb-shell plc"
13190,0,"ABZENAB","Abzena Plc"
13191,2,"SSPGRPF","SSP Group plc"
13192,0,"CLSTRI6","ClearStar Inc 'Reg S'"
13193,0,"MAIPFTR","Matomy Media Group Ltd"
13194,0,"SLFRE ","SLF Realisation Fund Ltd"
13195,0,"JIAINHW","Jiasen International Hldgs"
13196,0,"ERXBULS","Ergomed plc"
13197,0,"AGMROCC","Aggregated Micro Power Hldgs"
13198,2,"SPINAKC","Spire Healthcare Group plc"
13199,0,"BLOAFL","Blackstone Loan Financing Ld"
13200,0,"BNNTEC","BNN Technology plc"
13201,0,"EPWGRPX","Epwin Group plc"
13202,0,"BALIPL","Bacanora Lithium plc"
13203,0,"SMOVPL","Smoove plc"
13204,0,"GTREAD9","GTS Chemical Holdings plc"
13205,0,"PREIZRU","Pressfit Holdings plc"
13206,0,"SAVENY","Savannah Energy plc"
13207,0,"EQUAG ","Equals Group plc"
13208,0,"ATTRAQJ","ATTRAQT Group plc"
13209,0,"HEIQPL","HeiQ plc"
13210,0,"INTULT","Intelligent Ultrasound Group"
13211,0,"AQUSER","Aquila Services Group plc"
13212,0,"KAPETE","Kape Technologies plc"
13213,0,"GAMXCKR","Gamma Communications plc"
13214,0,"JIXEXTM","Jimmy Choo plc"
13215,0,"FULSHOE","Fulham Shore (The) plc"
13216,0,"CFORXKE","C4X Discovery plc"
13217,3,"EDPTINW","Ediston Property Investment"
13218,0,"ENTUKLZ","entu (UK) plc"
13219,0,"NEDXJL6","Nektan plc"
13220,0,"QUTECH","Quartix Technologies plc"
13221,0,"FEIURQJ","Fevertree Drinks plc"
13222,0,"BCAMKT","BCA Marketplace plc"
13223,0,"AQBNT 8","AquaBounty Technologies Inc"
13224,0,"MOADVBE","Mortgage Advice Bureau Hldgs"
13225,0,"VIRMHP","Virgin Money Hldgs (UK) plc"
13226,0,"NANOSG","nanosynth group plc"
13227,0,"OCTAPVH","Octopus Apollo VCT plc 'C'"
13228,0,"UNCALFI","United Cacao Ltd SEZC"
13229,0,"RIYHEWL","River & Merc UK Micro Cap In"
13230,0,"DALRES7","Dalradian Resources Inc"
13231,0,"PCENDG*","PCG Entertainment plc"
13232,0,"PEORP V","People's Operator plc (The)"
13233,0,"ELEGEO","Electrical Geodesics 'Unres'"
13234,0,"COMJKS","Constellation Healthcare Tec"
13235,0,"MIPHEX","Midatech Pharma plc"
13236,0,"FOPLEX","Focusrite plc"
13237,0,"MAREEU","Management Resource Solution"
13238,0,"QUANPH","Quantum Pharma plc"
13239,0,"MERASZ","Mercia Asset Management plc"
13240,0,"BIGBRD","Bigblu Broadband plc"
13241,0,"GFITYL","Gfinity plc"
13242,0,"MRKTHO","Market Tech Holdings Ltd"
13243,0,"BEHEAR","Be Heard Group plc"
13244,2,"INDIRR","Indivior plc"
13245,0,"MIRESP","Mill Residential REIT plc"
13246,0,"VECALF","Vertu Capital Ltd"
13247,0,"GRINLF","Grand Group Investment plc"
13248,0,"SCSGRO","ScS Group plc"
13249,0,"PTWOGL","P2P Global Investments 'C'"
13250,0,"AQUFDG","Aquatic Foods Group plc"
13251,0,"TRTPIN","Triple Point Income VCT 'D'"
13252,0,"HSSHIR","HSS Hire Group plc"
13253,0,"PRTECH","Premier Technical Services"
13254,0,"ATLANQ","Atlantic Lithium Ltd"
13255,0,"JOHBGR","John Laing Group plc"
13256,0,"CLEABU","Cleantech Building Materials"
13257,0,"CINDR ","Cindrigo Holdings Ltd"
13258,0,"GABVAL","Gabelli Value Plus+ Trust"
13259,0,"NONSTA","Non-Standard Finance plc"
13260,0,"DOWTHR","Downing THREE VCT plc 'J'"
13261,2,"WIAIHL","Wizz Air Holdings plc"
13262,2,"SEQECO","Sequoia Economic Infrastruct"
13263,0,"KINOVO","Kinovo plc"
13264,0,"EURCEP","Eurocell plc"
13265,0,"GATVEN","Gate Ventures plc"
13266,0,"ALXJKU","Aldermore Group plc"
13267,3,"DFSFUR","DFS Furniture plc"
13268,0,"REVBAR","Revolution Bars Group plc"
13269,0,"TECHFI","TechFinancials Inc"
13270,0,"TRIVCT","Triple Point VCT 2011 'A'"
13271,3,"VPSLIP","VPC Specialty Lending Invest"
13272,0,"ZEGONA","Zegona Communications plc"
13273,1,"AUTRAD","Auto Trader Group plc"
13274,0,"SURGRO","Sureserve Group plc"
13275,0,"CHIBRA","Chill Brands Group plc"
13276,0,"REDXPH","Redx Pharma plc"
13277,0,"WINHOT","Windar Photonics plc"
13278,0,"PEEMCC","Pembroke VCT plc 'B'"
13279,2,"SAOURG","Sanne Group plc"
13280,0,"SHBRKB","Shawbrook Group plc"
13281,0,"MARMOH","Marshall Motor Holdings plc"
13282,0,"MOTBIO","Motif Bio plc"
